Id,PredictedDefault,DefaultProbability,PredictedCreditScore
518,0,0.0,829.8729773656651
519,0,0.02,835.9574025868327
520,0,0.0,846.5443037801663
521,0,0.07,300.0
522,0,0.08,734.0909891003357
523,0,0.1,300.0
524,0,0.04,757.8543234828347
525,0,0.47,658.0183412750004
526,0,0.14,739.4985134928351
527,0,0.0,833.9701036846682
528,0,0.32,744.9698611238344
529,0,0.02,848.8532238995007
530,0,0.02,838.3683541076668
531,0,0.0,847.4211964820007
532,0,0.02,833.865259090667
533,0,0.11,300.0
534,0,0.03,838.4362451028359
535,0,0.12,300.0
536,0,0.05,829.8067769979995
537,0,0.03,773.0728081368326
538,0,0.0,799.7448544821676
539,0,0.03,839.7589436656672
540,0,0.02,839.600041764666
541,0,0.01,812.3121213344999
542,0,0.16,300.0
543,0,0.06,745.5872645331667
544,0,0.01,828.7584707511676
545,0,0.02,844.5372090903319
546,0,0.07,808.6510047088314
547,0,0.1,300.0
548,0,0.0,848.3483293673747
549,0,0.3,463.9174571486653
550,0,0.31,699.5636352523333
551,0,0.16,748.9506579533329
552,0,0.01,842.4528084146672
553,0,0.0,831.6663331396674
554,0,0.1,300.0
555,0,0.02,842.7784747346653
556,0,0.0,823.1197939408321
557,0,0.07,798.3151741666658
558,0,0.26,775.1013735298327
559,0,0.0,788.2568104430006
560,0,0.0,849.9786751226673
561,0,0.0,850.0
562,0,0.06,754.3112704156675
563,0,0.06,750.3363141640028
564,0,0.03,721.3402201731694
565,0,0.1,300.0
566,0,0.01,838.7431697955018
567,0,0.0,785.4177406681689
568,0,0.39,674.6560430104996
569,0,0.15,769.169443590833
570,0,0.1,750.0341524013351
571,0,0.0,807.3710874853346
572,0,0.04,815.7159319125007
573,0,0.1,794.9913444883327
574,0,0.14,300.0
575,0,0.15,300.0
576,0,0.18875,750.0000093649953
577,0,0.12,300.0
578,0,0.09,767.0979087558361
579,0,0.09,300.0
580,0,0.0,833.8507616236682
581,0,0.0,830.013874310335
582,0,0.0,832.7277899004988
583,0,0.0,801.5252781266657
584,0,0.03,792.8581546768305
585,0,0.0,834.503820481
586,0,0.13,300.0
587,0,0.08,748.7940845201672
588,0,0.04,828.973330241834
589,0,0.0,839.1569101116663
590,0,0.06,750.0000093649953
591,0,0.01,835.9960270518344
592,0,0.14,300.0
593,0,0.03,826.5902922548352
594,0,0.19,724.0989961780022
595,0,0.09,300.0
596,0,0.08,300.0
597,0,0.17,300.0
598,0,0.05,783.3491427513344
599,0,0.0,833.5348992454981
600,0,0.07,300.0
601,0,0.04,787.9830598144999
602,0,0.0,832.4105741681676
603,0,0.02,848.2488532683336
604,0,0.04,744.2234516568345
605,0,0.0,833.2287527190014
606,0,0.24,801.0203864768321
607,0,0.03,781.7055068869992
608,0,0.42,781.8138879969998
609,0,0.02,832.0864170764007
610,0,0.0,777.0836354269966
611,0,0.11,300.0
612,0,0.14,300.0
613,0,0.02,797.2840168181662
614,0,0.02,809.4070957510002
615,0,0.01,824.4790132288322
616,0,0.05,793.5901329436663
617,0,0.0,845.7302816210001
618,0,0.01,823.3166926969985
619,0,0.11,300.0
620,0,0.01,300.0
621,0,0.03,658.5783833813329
622,0,0.02,813.6589945496683
623,0,0.04,300.0
624,0,0.16,744.3314976680016
625,1,0.55,652.1286146136684
626,0,0.12,300.0
627,0,0.01,837.4937168596671
628,0,0.13,300.0
629,0,0.3,709.3517114166666
630,0,0.01,823.0508948261684
631,0,0.1,300.0
632,0,0.1,300.0
633,0,0.03,800.9544454766685
634,0,0.11,786.8636678481663
635,0,0.01,300.0
636,0,0.01,839.8320892191657
637,0,0.0,791.6569502516649
638,0,0.07,758.7278895916644
639,0,0.0,843.080367919331
640,0,0.01,842.033206671167
641,0,0.33,300.0
642,0,0.09,757.3813904044996
643,1,0.58,625.4810542919988
644,0,0.03,755.6786618611675
645,0,0.45,300.0
646,0,0.01,831.9643356968319
647,0,0.06,747.8193218038363
648,0,0.0,824.7428734171658
649,0,0.0,782.0551028066664
650,0,0.36,717.834174163335
651,0,0.0,827.0400665771667
652,0,0.13,300.0
653,0,0.43,300.0
654,0,0.0,832.1272104241665
655,0,0.01,795.2874024640015
656,0,0.05,821.9154987820003
657,0,0.03,844.2785574590038
658,0,0.07,687.8789553691666
659,0,0.1,743.372065470835
660,0,0.05,793.146710011332
661,0,0.37,773.3566171180023
662,0,0.2,665.2118259243339
663,0,0.06,749.8097259084993
664,1,0.54,683.8803371291676
665,0,0.0,837.5206263883355
666,0,0.01,833.7791156333346
667,0,0.13,300.0
668,0,0.47,747.5276688950017
669,0,0.01,771.6781290753363
670,0,0.11,300.0
671,0,0.2,705.6446005524999
672,0,0.04,792.1375580695001
673,0,0.11,300.0
674,1,0.51,674.8741717586662
675,0,0.21,300.0
676,0,0.01,782.9415173658341
677,0,0.01,778.3918750496658
678,0,0.02,300.0
679,0,0.1,766.4721828521671
680,0,0.01,677.6451702870007
681,0,0.0,833.026612558667
682,0,0.04,754.9234545838324
683,0,0.05,818.6049797908331
684,0,0.09,784.1215402105013
685,0,0.0,830.9519987285005
686,0,0.0,837.5055959911683
687,0,0.0,849.4501035256695
688,0,0.09,745.9413357324971
689,0,0.01,300.0
690,0,0.02,813.7169588561658
691,0,0.21,694.8534202378348
692,0,0.02,788.7927925973344
693,0,0.19,300.0
694,0,0.0,769.1457461004991
695,0,0.01,816.7578234548323
696,0,0.0,846.5926699461675
697,0,0.07,815.8486690659995
698,0,0.36,722.8956638846684
699,0,0.05,300.0
700,0,0.0,837.233748787
701,0,0.37,300.0
702,0,0.19,739.695151689669
703,0,0.35197619047619044,300.0
704,0,0.01,805.2105413824984
705,0,0.08,300.0
706,0,0.02,809.0920099833361
707,0,0.01,804.7054372141648
708,0,0.01,795.9331114653331
709,0,0.09,300.0
710,0,0.04,793.9231152368336
711,0,0.2,726.1994944601662
712,0,0.0,823.974483679166
713,0,0.01,821.9152282068354
714,0,0.0,810.3456895086667
715,0,0.48,643.7859004366668
716,0,0.01,830.8214695728318
717,0,0.01,799.4876804088331
718,0,0.01,779.5880221826665
719,0,0.01,848.5685783528354
720,0,0.12,300.0
721,0,0.0,837.1363189848346
722,0,0.0,735.9810992304996
723,0,0.12,300.0
724,0,0.33,300.0
725,0,0.05,300.0
726,0,0.0,843.9986826854979
727,0,0.04,798.115013823834
728,0,0.05,747.7454391208341
729,1,0.62,664.1976143979998
730,0,0.07,300.0
731,0,0.03,767.1783676611674
732,0,0.0,798.9316715110009
733,0,0.0,837.4674476314999
734,0,0.05,814.289393664669
735,0,0.04,300.0
736,0,0.1,810.9741721868357
737,0,0.21,300.0
738,0,0.06,836.4611559438302
739,0,0.0,841.8748451406667
740,0,0.0,846.396393114832
741,0,0.06,300.0
742,0,0.05,770.6232083256681
743,0,0.04,300.0
744,0,0.08,300.0
745,0,0.05,773.8824695565004
746,0,0.03,838.2931175727773
747,0,0.04,792.4860596081664
748,0,0.01,789.2382380718332
749,0,0.18,762.5750376994987
750,0,0.25,711.6673307720001
751,0,0.0,848.989214676834
752,0,0.0,816.8660906014983
753,0,0.09,300.0
754,0,0.05,818.8511064023347
755,0,0.01,835.3356696726662
756,0,0.06,300.0
757,0,0.01,809.910062742332
758,0,0.0,834.3564858393312
759,0,0.02,828.0548851925007
760,0,0.0,817.7263158413338
761,0,0.05,807.6593028666665
762,0,0.15,771.1035424493341
763,0,0.0,840.2770819518342
764,0,0.01,829.7406701496661
765,0,0.1,300.0
766,0,0.0,839.818158202666
767,0,0.11,730.9618731746674
768,0,0.01,798.2937877233346
769,0,0.28,750.0000093649953
770,0,0.0,835.2513923525014
771,0,0.15,730.7358730284997
772,0,0.25,300.0
773,0,0.09,300.0
774,0,0.08,813.371219105501
775,0,0.01,832.3596753871935
776,0,0.22,757.2940654878327
777,0,0.0,842.8848860641665
778,0,0.01,828.6551384986677
779,1,0.52,300.0
780,0,0.1,817.963367573793
781,0,0.05,789.5126589773333
782,0,0.03,824.0932876808347
783,0,0.12,769.4391336775005
784,0,0.08,300.0
785,0,0.2,748.6260521418333
786,0,0.03,795.058799730667
787,0,0.05,819.1022528944989
788,0,0.15,790.9165367749976
789,0,0.26,704.4432213666669
790,0,0.02,810.5839778721663
791,0,0.39,691.1590861376673
792,0,0.17,300.0
793,0,0.01,832.3223365413328
794,0,0.42,694.7395730159998
795,0,0.0,827.8129165679999
796,0,0.12,353.07037584916833
797,0,0.01,805.3403361491664
798,0,0.32,300.0
799,0,0.01,808.4050739755003
800,0,0.04,300.0
801,0,0.0,850.0
802,0,0.05,791.8994561350022
803,0,0.02,825.8307707836651
804,1,0.53,746.4074710378346
805,0,0.0,806.0590612638315
806,0,0.01,824.8153646399982
807,0,0.05,300.0
808,0,0.0,793.4816605568332
809,0,0.04,791.1194170381673
810,0,0.07,782.7539049914999
811,0,0.05,828.2587367113342
812,0,0.02,812.5526357250003
813,0,0.01,824.7954778273336
814,0,0.2,300.0
815,0,0.06,805.0938604423311
816,0,0.0,844.2544614960024
817,0,0.02,809.0945900421652
818,0,0.0,850.0
819,0,0.07,764.682969499333
820,0,0.09,300.0
821,0,0.17,737.0796196406674
822,0,0.04,847.6581156446664
823,0,0.13,300.0
824,0,0.02,829.373895080999
825,0,0.01,796.542640610167
826,0,0.03,729.1015625333322
827,0,0.0,807.0525592186659
828,0,0.0,842.2487866090013
829,0,0.0,828.0413406073322
830,0,0.24,782.004589557833
831,0,0.0,751.5745507355016
832,0,0.33,775.2875341693333
833,0,0.01,834.6786761659978
834,0,0.0,766.1719182134995
835,0,0.01,810.7306318146669
836,0,0.17,742.9670786169999
837,0,0.08,850.0
838,0,0.16,739.1937564936683
839,0,0.2,300.0
840,0,0.14,707.1760437753329
841,0,0.02,822.2362882021673
842,0,0.22,300.0
843,0,0.1,770.8019403089999
844,1,0.64,300.0
845,1,0.58,518.0891061443341
846,0,0.0,841.9347606901687
847,0,0.02,300.0
848,0,0.18,721.0756585343353
849,0,0.07,849.3944750310027
850,0,0.02,746.3074384505022
851,0,0.01,848.860133140333
852,0,0.05,737.3281564354999
853,0,0.01,849.558007898028
854,0,0.0,842.2801385931673
855,0,0.03,300.0
856,0,0.06,818.1182056585008
857,0,0.03,766.8725594346676
858,0,0.0,649.0468456278345
859,0,0.02,779.5625367561663
860,0,0.47,728.5703355975
861,0,0.14,300.0
862,0,0.01,835.9326222383334
863,0,0.02,825.2359262163332
864,0,0.1,300.0
865,0,0.01,818.1346245841645
866,0,0.0,837.1191164244998
867,0,0.15,748.980212398332
868,0,0.02,806.2354179130009
869,0,0.01,844.3886065644979
870,0,0.04,817.8395961979998
871,0,0.1,814.7672470615005
872,0,0.02,835.6339068785007
873,0,0.0,842.6009061441658
874,0,0.0,836.9178378939995
875,0,0.05,799.4272545485
876,0,0.04,815.6492693981686
877,0,0.04,810.0738080815001
878,0,0.01,844.5533693173348
879,0,0.09,816.4363782478338
880,0,0.1,300.0
881,0,0.11,300.0
882,0,0.07,808.6360323876677
883,0,0.01,729.490932301834
884,0,0.01,850.0
885,0,0.04,831.3415877868329
886,0,0.11,789.8293622103315
887,1,0.56,673.2191336186653
888,0,0.0,782.8289166370009
889,0,0.1,300.0
890,0,0.01,833.0528772535013
891,0,0.0,839.7750792666666
892,1,0.6,613.1859724601674
893,1,0.78,560.0014907538329
894,0,0.01,803.9260717634999
895,0,0.0,833.2112175066687
896,0,0.11,837.9437466160008
897,0,0.0,840.5216259848335
898,0,0.06,831.0515785971659
899,0,0.0,839.2996571959991
900,0,0.06,811.5196395288322
901,0,0.02,787.9209157123323
902,0,0.01,836.5214068201681
903,0,0.0,832.1771881180009
904,0,0.01,831.4308782304997
905,0,0.08,300.0
906,0,0.09,755.8930255716664
907,0,0.24,740.3893512159979
908,0,0.06,772.0326857990001
909,0,0.02,796.8345798478351
910,0,0.01,818.8075348856692
911,0,0.04,786.1784701129997
912,0,0.0,846.9941057628353
913,0,0.0,832.308441747831
914,0,0.06,764.4245799568351
915,0,0.0,850.0
916,0,0.01,828.6728969478302
917,0,0.0,800.6158835556665
918,0,0.0,791.6060697973372
919,0,0.06,300.0
920,0,0.17,300.0
